year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzakoa,Ez da guztiz egokia
2010,164,9458,118314,FALSE,"Gestante de 32 semanas que acude a su consulta para el control de la gestación en visita programada. En el último mes ha ganado 4 Kg. de peso. Presenta edemas en miembros inferiores y una TA de 140/90 en ese momento y tras repetir la toma 30 minutos después. Realiza una ecografía en la que observa un feto con una biometría acorde con la amenorrea, placenta y líquido anmiótico normales. ¿Cuál de las siguientes decisiones tomará a continuación?:","El diagnóstico de preclampsia se realiza cuando en dos o más tomas separadas al menos 4 horas, la TA sistólica ≥ 140 mmHg y/o TA diastólica ≥ 90 mmHg en una gestante previamente normotensa y se acompaña de proteinuria (≥300mg en orina de 24 horas o ≥2++ en una muestra aislada en dos determinaciones separadas). Se define como hipertensión gestacional si la hipertensión no se acompaña de proteinuria (respuesta 3 incorrecta) (respuesta 5 correcta). El edema no se incluye en los criterios diagnósticos de los THE, debido a su alta prevalencia durante la gestación normal. Sin embargo, el desarrollo rápido de un edema generalizado es habitualmente anormal. Ante el diagnóstico de preclampsia se debe establecer la severidad del cuadro. El tratamiento hipotensor no está indicado por debajo de los criterios de HTA grave, pues no mejora el pronóstico (respuesta 1 incorrecta). El reposo no ha demostrado que mejore el pronóstico de la enfermedad, aunque puede mejorar la retención hídrica y la perfusión fetal. La dieta debe ser normocalórica, normoproteica y normosódica (respuesta 2 incorrecta)","1. CABERO. L Obstetricia y Medicina materno-fetal. Ed Médica Panamericana. 2007 Págs. 669-70 2. Trastornos hipertensivos del embarazo. Protocolos Obstetricia, SEGO, 2006.",GINECOLOGÍA,Normal,"0,52",,Pautar tratamiento con alfametildopa.,Recomendar dieta hipocalórica y reducir ingesta de sal.,Diagnóstico de preeclampsia. Reposo y tratamiento antihipertensivo.,"Dado que no existe patología, se debe continuar con los controles normales de la gestación.",Solicitar analítica de orina.,5,,
2010,166,9460,118316,FALSE,"Ante una mujer de 23 años que consulta por ciclos largos con baches amenorreicos de hasta 3 meses, acné facial y aumento del vello, la prueba complementaria que mejor nos orientará el diagnóstico será:","Para el diagnóstico del síndrome del ovario poliquístico se deben cumplir al menos dos de los siguientes criterios (criterios para el diagnóstico de SOP, Rotterdam 2003): - oligo y/o anovulación - hiperandrogenismo (clínico y/o bioquímico) - ovarios poliquísticos definidos por ecografía vaginal con la presencia de 12 o más folículos de 2- 9mm y/o volumen ovárico mayor de 10ml. Con que la imagen ecográfica sea en un solo ovario es suficiente (respuesta 1 correcta). Los criterios de Rotterdam no consideran la determinación de LH ni de su cociente con la FSH para el diagnóstico de SOP. La relación LH/FSH tiene valor en el diagnóstico diferencial con las amenorreas de origen central. Un tercio de las pacientes con SOP no presentan estas alteraciones. El cuadro mantiene el calificativo de síndrome porque no es posible definirlo mediante un único criterio. La obesidad, anorexia, bulimia, hiperprolactinemia, disfunciones hipotalámicas y tiroideas, hiperplasia suprarrenal o psicofármacos, simulan la misma sintomatología y deben ser excluidas antes de llegar al diagnóstico. En este caso la respuesta correcta ante una clínica de oligoanovulación e hiperandrogenismo clínico sería la ecografía. ","1. BAJO ARENAS JM. Fundamentos de Ginecología. SEGO, 2009. Págs 73-75",GINECOLOGÍA,Normal,"0,58",,Ecografía transvaginal.,Test de estrógeno-gestágenos.,Determinación plasmática de FSH y LH.,Determinación plasmática de estradiol y progesterona.,Determinación plasmática de prolactina.,3,,
2010,170,9464,118320,FALSE,"Mujer de 17 años de edad que acude a la consulta por retraso en el inicio de la pubertad. Refiere ausencia de menarquia. En la exploración física destacan los siguientes hallazgos: talla 1.49 cm., cuello ancho, pezones mamarios muy separados, y mamas y vello púbico propios de la etapa I de Tanner. Señale cuál de las siguientes pruebas confirmará el diagnóstico con mayor probabilidad:","Ante la clínica descrita debemos sospechar un síndrome de Turner. El 60% presentan un cariotipo 45X0 y el resto mosaicismos o anomalía estructural de uno de los cromosomas. Clínicamente el fenotipo es femenino con infantilismo sexual, talla baja, pterigium colli, cúbito valgo y con frecuencia malformaciones extragenitales. Los genitales internos son femeninos pero infantiles al igual que los externos. El vello púbico y axilar es escaso y hay ausencia del desarrollo mamario. La amenorrera suele ser 1a, pero es posible en los mosaicismos menstruación espontánea e incluso gestación. El fallo gonadal produce una elevación importante de los niveles de gonadotrofinas con niveles de esteroides normales o bajos, aunque esto es común a otras muchas patologías (respuesta 4 incorrecta) (respuesta 5 incorrecta). El diagnóstico se realiza por el cariotipo y la evidencia de una gónada disgenética (respuesta 3 correcta). En este caso tanto la hormona de crecimiento como la resonancia craneal no muestran ninguna utilidad (respuesta 1 incorrecta) (respuesta 2 incorrecta). El tratamiento con terapia hormonal sustitutiva permite una correcta diferenciación secundaria y prevención de la osteoporosis.","1. BAJO ARENAS JM. Fundamentos de Ginecología. SEGO, 2009. Págs 185-186.",GINECOLOGÍA,Fácil,"0,95",,Hormona de crecimiento.,Resonancia magnética de cráneo.,Cariotipo.,Hormona folículoestimulante (FSH),Hormona luteinizante (LH).,3,,
2010,198,9492,118348,FALSE,Un paciente con insuficiencia renal moderada (filtrado glomerular de 55ml/min) es diagnosticado de tuberculosis pulmonar. ¿Cuál sería la actitud correcta respecto a la dosis de rifampicina a emplear en su tratamiento?:,"La rifampicina es un fármaco con un importante metabolismo hepático. No precisa ajuste de dosis en la insuficiencia renal (respuesta 1 correcta y respuestas 2, 3, 4 y 5 incorrectas). Este concepto ha sido preguntado con anterioridad en el MIR","1. BERTRAM G. 10a edic, cap 47",FARMACOLOGÍA,Fácil,"0,68",,No es preciso modificar la dosis habitual,Debe reducirse la dosis al 50% de la dosis habitual.,El periodo de tiempo interdosis debe duplicarse.,Esta contraindicada su utilización.,Debe reducirse la dosis a un tercio de la dosis habitual.,1,,
2010,204,9498,118354,FALSE,En un hombre de 41 años que acude a consulta por un nódulo en el lóbulo tiroideo derecho se ha realizado una punción- aspiración con aguja fina del nódulo. El análisis citológico de la muestra obtenida tras la punción podría permitirnos:,"Esta pregunta se ha basado literalmente en un párrafo del libro Robbins de anatomía patológica que recoge: “Mientras que las características nucleares son útiles para identificar un carcinoma papilar, son de mínimo valor para distinguir entre un adenoma folicular y un carcinoma folicular mínimamente invasivo ya que esta distinción requiere una muestra histológica extensa que incluya la interfase tumor-cápsula para excluir invasión capsular o vascular” (respuestas 1,2 y 4 incorrectas y 5 correcta). Dado que la punción obtiene escasa celularidad, para diagnosticar un carcinoma folicular es necesaria una biopsia extensa. Una de las peculiaridades del carcinoma medular de tiroides familiar es la presencia de hiperplasia de células C en el parénquima tiroideo circundante, algo que con punción no se puede valorar por lo que suele ser un hallazgo en la pieza quirúrgica resecada (respuesta 3 incorrecta).","1. ROBBINS. Pathologic Basic of Disease. 8a edic., págs. 1123, 1125.",PATOLÓGICA,Normal,"0,61",,Distinguir entre un adenoma folicular y un carcinoma folicular mínimamente invasivo.,Identificar las áreas de invasión capsular y/o vascular características de un carcinoma folicular.,Reconocer la hiperplasia de células C asociada al cáncer medular familiar.,Distinguir entre un tumor de células de Hürthle y un adenoma folicular con oxifilia.,Identificar las características nucleares típicas de un carcinoma papilar.,5,,
2010,205,9499,118355,FALSE,"Un hombre de 56 años diabético y con sobrepeso moderado presenta una discreta hepatomegalia. El enfermo indica que no es bebedor habitual, sólo excepcionalmeníe toma algo de vino. Una biopsia de hígado muestra acumules de vacuolas claras citoplásmicas en un 50% de los hepatocitos. Focos inflamatorios múltiples con neutrófilos, degeneración hialina de Mallory y fibrosis alrededor de las vénulas hepáticas terminales. Señale la respuesta correcta en este caso:","La esteatosis hepática no alcohólica es una causa frecuente de daño hepático que puede progresar a cirrosis hasta en un 20% de los casos. El hallazgo histológico más frecuente son: hepatocitos muertos, balonizados con acúmulo de vacuolas o cuerpos apoptóticos, la inflamación lobular con neutrófilos, los cuerpos de Mallory, la esteatosis y en estadios más evolucionados aparece fibrosis. Esta enfermedad se asocia fuertemente con la obesidad y otras características del síndrome metabólico como la dislipemia, hiperinsulinemia y la resistencia a la insulina por ello, la pérdida de peso y el buen control de la diabetes pueden evitar la evolución a cirrosis (respuesta 5 correcta).","2. ROBBINS. Pathologic Basic of Disease. 8a edic., págs. 860-861. CBP Degeneración hialina de Mallory: material hialino muy acidófilo alrededor del núcleo de los hepatocitos Típico pero no exclusivo de la hepatitis alcohólica También puede darse en obesidad, derivacion es yeyu no-ileales, diabetes, enf. Wilson y cirrosis biliar primaria. Wilson Obesidad Diab etes La esteatosis hepática no alcohólica por obesidad y/o diabetes es la causa más frecuente de degeneración hialina de Mallory",PATOLÓGICA,Normal,"0,47",,Debe repetirse la biopsia para saber si los cambios son difusos.,El diagnóstico es de una glucogenosis hepática asociada a la diabetes.,Los cambios histológicos son irreversibles y acabarán producendo una cirrosis.,La lesión está causada claramente por el alcohol a pesar de la negativa del enfermo.,Es importante disminuir peso y controlar adecuadamente la diabetes para evitar el posible desarrollo de una cirrosis.,5,,
2010,206,9500,118356,FALSE,Durante una colonoscopia se detecta un tumor de 5 cm localizado en colon derecho en un hombre de 48 años. No se han encontrado otras lesiones. Su abuela materna también padeció un cáncer de colon. Las biopsias son superficiales y muestran un tumor pobremente diferenciado con abundantes células inflamatorias en el estroma que se diagnostica como un carcinoma de tipo medular.,"Con los datos que nos dan esta familia no cumple criterios de síndrome de Lynch puesto que solo nos hablan de 2 afectos y para el diagnóstico tiene que haber al menos  3. Sin embargo, el cáncer reúne las características habituales del que aparece en síndrome de Lynch: localización en colon derecho, indiferenciado y la presencia de células inflamatorias por lo que debe estudiarse la presencia de inestabilidad de microsatélites que causa inactivación de los genes de reparación de errores del DNA (respuesta 5 correcta). Es importante recordar que una de las “pegas” en las preguntas MIR sobre el síndrome de Lynch o cáncer de colon familiar sin poliposis es que nos hablen de pólipos o adenomas que si pueden aparecer, con mayor frecuencia incluso que en la población general, lo que nunca ocurre es que sean cientos (respuesta 4 incorrecta).","1. ROBBINS. Pathologic Basic of Disease. 8a edic., pág. 275.",PATOLÓGICA,Normal,"0,61",,La quimioterapia es el tratamiento de elección.,Puesto que la biopsia es superficial debe repetirse antes de proceder al tratamiento.,El pronóstico del tumor depende principalmente de su alto grado de anaplasia.,Es poco probable que este tumor se haya desarrollado sobre un adenoma previo.,Deben estudiarse la inestabilidad de microsatélites y los genes de reaparición de errores del DNA.,5,,
2010,207,9501,118357,FALSE,Mujer de 35 años de edad que acude a urgencias por presentar orina turbio-hemática y síndrome miccional agudo. El laboratorio de microbiología informa en la tinción de Gram de la orina de cocos gram positivos en cadenas. A las 24 horas el cultivo indica la presencia del microorganismo Enterococcus faecalis. Si no dispone de antibiograma ¿qué antibiótico administraría?:,"La ampicilina (respuesta 5 correcta) alcanza concentraciones urinarias lo suficientemente elevadas como para constituir una monoterapia adecuada en casos como el presente de ITU no complicada. Los enterococos son resistentes a todas las cefalosporinas incluido la cefuroxima, (respuesta 2 incorrecta) representa una elección errónea. Casi todos los enterococos son resistentes a la estreptomicina, por lo que este fármaco no debe administrarse, salvo que se haya comprobado la sensibilidad al mismo (hecho que no ha ocurrido en la paciente) (respuesta 1 incorrecta). La colistina es una polimixina cuya estructura se corresponde con un polipéptido básico cíclico y con actividad frente a bacterias gram negativas (respuesta 3 incorrecta). Quinupristina-dalfopristina posee indicación clínica frente a los enterococos resistentes a vancomicina. Es una combinación de dos estreptograminas con actividad bacteriostática in vitro frente a E. faecium, pero no contra E. faecalis ni otras especies de enterococos (respuesta 4 incorrecta).","1. HARRISON 17 ed. pag. 844, 855,888-889",MICROBIOLOGÍA,Difícil,"0,27",,Estreptomicina,Cefuroxima,Colistina,Quinupristina-dalfopristina,Ampicilina,5,,
2010,210,9504,118360,FALSE,Un paciente de 52 años ingresa en el Hospital por neumonía grave. Con tratamiento antibiótico adecuado mejora del cuadro respiratorio. Tras 4 días de estancia en planta se complica su evolución clínica por la aparición de un proceso diarreico grave. ¿Cual sería el microorganismo más frecuentemente responsable de este cuadro?:,"El microorganismo responsable es Clostridium difícile (respuesta 4 correcta) y el cuadro una colitis pseudomembranosa. En la actualidad se acepta que cualquier antimicrobiano (incluso vancomicina y metronidazol que representan los fármacos de elección en su tratamiento) pueden implicarse como desencadenantes de este síndrome y, aunque inicialmente fue asociado a clindamicina, en el momento presente la mayor frecuencia en cuanto a desencadenantes del mismo la representan cefalosporinas y penicilinas. La diarrea es de gran volumen, acuosa y macroscópicamente sin moco ni sangre; suele ir acompañada de fiebre, abdominalgia y leucocitosis. El diagnóstico de la diarrea asociada a C.difficile se realiza a través de las toxinas A y B en las heces. Salmonella entérica (respuesta 1 incorrecta), debiera ser denominada como Salmonella enteritidis. Ocasiona cuadros de gastroenteritis, con náuseas, vómitos y diarrea a las 6-48 horas de haber ingerido alimentos o agua contaminada. No se corresponde con el patrón epidemiológico de este paciente. Para Campylobacter jejuni (respuiesta 3 incorrecta) ocasiona también gastroenteritis a los 2-4 días de ingerir agua o alimentos contaminados. En algunas series supera en frecuencia a Salmonella como agente etiológico de la misma. Cursa con dolor abdominal, fiebre y diarrea. Yersinia enterocolítica (respuesta 5 incorrecta) ocasiona gastroenteritis sobre todo en niños de uno a cuatro años. En niños mayores y adultos jóvenes provoca adenitis mesentérica e ileitis terminal.","1. HARRISON 17 ed. pag. 818, 960,966-967,985.",MICROBIOLOGÍA,Fácil,"0,93",,Salmonella entérica.,La propia bacteria causante de la neumonía que se ha hecho resistente al antibiótico.,Campylobacter jejuni.,Clostridium difficile.,Yersinia enterocolitica.,4,,
2010,219,9513,118369,FALSE,Una mujer de 42 años con cáncer de mama presenta metástasis a nivel de los agujeros intervertebrales entre la 4o y 5o vértebras cervicales y entre la 4o y 5o vértebras torácicas. ¿Qué nervios espinales estarán lesionados?:,"Existen 8 pares de nervios cervicales pero sólo 7 vértebras cervicales. El primer nervio cervical (C1) pasa por encima de la primera vértebra cervical (el atlas), y ocurre así sucesivamente hasta llegar al nervio C8, que pasa por encima de la primera vértebra torácica (T1). El nervio T1 sale por debajo de la vértebra T1, y los 12 pares de nervios torácicos salen por debajo de sus correspondientes vértebras. Por ejemplo el 4o nervio torácico sale por debajo de la vértebra T4 y por encima de T5 (respuesta 4 correcta). ","1. MOORE, 3a edic., Págs. 56 2. ROUVIERE, 10a EDIC., Págs.116, 285.",ANATOMÍA,Difícil,"0,12",,Cuarto nervio cervical y cuarto torácico.,Quinto nervio cervical y quinto torácico.,Cuarto nervio cervical y quinto torácico.,Quinto nervio cervical y cuarto torácico.,Tercer nervio cervical y cuarto torácico.,4,,
2010,222,9516,118372,FALSE,Un albañil de 31 años acude al servicio de urgencias con una tenosinovitis producida por una herida penetrante. En la exploración se objetiva que la bolsa cubital está infectada con la consiguiente necrosis tendinosa. ¿Qué tendón se verá afectado?:,Los tendones de los músculos flexores y extensores del antebrazo se acompañan de vainas fibrosas (que actúan como poleas para los tendones) y sinoviales (que facilitan el desplazamiento de los tendones). La vaina común de los flexores o bolsa cubital contiene los tendones de los flexores superficial y profundo (respuesta 3correcta). La bolsa radial es la vaina tendinosa del flexor largo del pulgar.,"1. NETTER, 2a edic., Pág. 429 2. ROUVIERE, 10a edic., Pág.102, 120",ANATOMÍA,Difícil,"0,13",,Tendón del flexor cubital del carpo,Tendón del abductor largo del pulgar,Tendón del flexor profundo de los dedos,Tendón del flexor radial del carpo,Tendón del palmar largo,3,,
2010,223,9517,118373,FALSE,Una mujer (Consultante) de 31 años de edad y asintomática presenta gestación de 10 semanas según estudio ecográfico (primípara). Su hermano menor (caso índice) de 26 años está afecto de ataxia y diagnosticado genéticamente como portador heterocigoto de una mutación expansiva de 70 repeticiones CAG en el gen SCA3 (cromosoma 14). La Consultante se deriva a la consulta de consejo genético donde se valora una posible biopsia de corion para estudiar el genotipo fetal. ¿Está indicado este procedimiento invasivo como diagnóstico prenatal (DPN) en este caso?:,"La ataxia espinocerebelar tipo 3, también llamada enfermedad de Machado-Joseph, se produce por una mutación expansiva de repetición de tripletes CAG y es una enfermedad de herencia autosómica dominante, dato clave para contestar la pregunta. En este caso, la recomendación de biopsia de corion se haría si la mujer es heterocigota, es decir, solo si tras estudiar su genotipo se confirma que ella también ha heredado la mutación que presenta su hermano puesto que en ese caso el riesgo de transmitírsela a su hijo es de un 50% (respuesta 1 correcta).","1. GRIFFITHS. Genética, 7a edic., pág.47.",GENÉTICA,Difícil,"0,2",,Está indicado tras estudiar el genotipo de la Consultante y únicamente si éste es heterocigoto.,"No está indicado, puesto que la ataxia SCA3 es de penetrancia completa y la Consultante está asintomática y por lo tanto no ha heredado la mutación.",Puede estar indicado en el siguiente embarazo. tras estudiar el genotipo del primer hijo y detectar la mutación en el mismo.,"La ataxia SCA3 es de herencia recesiva, por lo que no existe riesgo apreciable de transmisión de la enfermedad y el DPN no está indicado.","Está indicado sea cual fuere el genotipo de la Consultante, pues la ataxia SCA3 es de herencia materna (transmitida por las mujeres).",1,,
2010,224,9518,118374,FALSE,Un hombre de 21 años es portador de una mutación (de etiología validada) en el gen MFN 2 (mitofusin 2 cromosoma 1p36.2) Recientes estudios sitúan tales mutaciones como la causa más frecuente de la enfermedad de Charcot-Marie-Tooth tipo 2a (CMT2A). El gen MFN2 determina la fusión entre las mitocondrias circunstancia importante de su fisiología y morfología. Acude a la consulta de consejo genético con su esposa en la que un reciente análisis ha descartado mutaciones en el citado gen MFN2. Ambos están asintomáticos. ¿Cuál es el riesgo de transmisión de la enfermedad?:,La dificultad de la pregunta está en conocer que la enfermedad de Charcot-Marie-Tooth es de herencia autonómica dominante. Cada hijo de un portador del alelo anormal (Aa) y de un sano (aa) tiene una probabilidad del 50% de heredar dicho alelo A y de padecer la enfermedad asociada (respuesta 3 correcta). Aunque nos hablen de daño en las mitocondrias esto no es lo mismo que la herencia a través del ADN mitocondrial que no ocurre en esta enfermeda (respuesta 2 incorrecta). La penetrancia indica la manifestación fenotípica de un genotipo por lo que aunque en el padre no se haya manifestado la enfermedad (penetrancia incompleta) como si tiene el gen anormal si puede transmitírselo a su descendencia (respuesta 5 incorrecta).,"1. GRIFFITHS. Genética, 7a edic., pág.47. Herencia autosómico dominante: Aa x aa= 50% afectos y portadores",GENÉTICA,Difícil,"0,09",,"No hay riesgo, porque el CMT2A es mayoritariamente de herencia recesiva y ambos padres han de ser portadores (la esposa no lo es) para poder transmitirla.","Al tratarse de un efecto sobre las mitocondrias. La enfermedad únicamente se transmitirá vía materna (herencia materna), por lo que no existe riesgo.","Al tratarse de una enfermedad de herencia autosómico dominante, el riesgo de tener un hijo afecto es del 50%.","El gen MFN2 está en el cromosoma 1. por lo que todos los hijos varones están exentos de riesgo, en cambio todas sus hijas serán portadoras.","No hay riesgo, puesto que la enfermedad no ha aparecido en el padre (penetrancia incompleta).",3,,
2010,226,9520,118376,FALSE,Un paciente de 50 años con antecedentes de tabaquismo dislipemia y diabetes consulta por presentar desde hace 36 horas episodios repetidos de dolor torácico opresivo con sudoración. El último y más prolongado tuvo una duración de 45 minutos. El ECG muestra descenso persistente del ST de 2 mm en derivaciones DII Bill y aVF. Señale la afirmación más correcta: El tratamiento inicial debe incluir (salvo contraindicación):,"Se trata de un paciente con un síndrome coronario agudo sin elevación del segmento ST. El tratamiento debe iniciarse descartando de manera rápida causas secundarias como taquicardia crisis HTA o anemia. Posteriormente desde un punto de vista fisiopatológico medidas para evitar la progresión de la supuesta trombosis (aspirina, clopidogrel y heparina preferentemente de bajo peso molecular a dosis anticoagulante) y medidas para frenar la isquemia habitualmente combinando antianginosos. Dado que presenta datos de alto riesgo (descenso de ST) habría que planear un cateterismo precoz con vistas a dilatar la lesión coronaria culpable o bien programar cirugía si es necesario.","1. Harrison ́s, 17Th Edition,2008 Pag 265",CARDIOLOGÍA,Normal,"0,36",,Únicamente Aspirina.,"Aspirina, clopidogrel y heparina.","Nifedipino, Aspirina y Clopidogrel.","Fibrinolisis, Betabloqueantes y aspirina.","Aspirina, clopidogrel heparina y betabloqueantes.",5,,
2010,227,9521,118377,FALSE,"Una mujer de 78 años consulta por pérdida de visión aguda del ojo izquierdo. En las últimas 3 semanas ha presentado febrícula dolor en hombros cuello y caderas así como cefalea moderada. La funduscopia evidencia un disco óptico pálido y edematoso. La movilización de hombros y caderas produce dolor. No se observan alteraciones en la palpación de las arterias temporales. Datos analíticos: hemoglobina 9,7 g/dL ferritina 450 ng/mL velocidad de sedimentación globular 115 mm/h. ¿Cuál es la acción inmediata más apropiada en esta paciente?:","La arteritis de células gigantes se caracteriza clínicamente por el complejo consistente en fiebre, anemia, tasa de eritrosedimentación elevada y cefaleas en un paciente de más de 50 años de edad. Otras manifestaciones incluyen malestar, fatiga, anorexia, adelgazamiento, sudaciones, artralgias y polimialgia reumática asociada. Una complicación bien conocida y temible de la arteritis de la temporal, especialmente en los pacientes que no reciben tratamiento, es la afección ocular, que consiste fundamentalmente en una neuritis óptica isquémica capaz de producir síntomas visuales graves e incluso en algunos casos una ceguera de aparición súbita. Sin embargo, la mayoría de los pacientes se queja de molestias relacionadas con la cabeza o los ojos antes de que exista pérdida visual. Prestando atención a estos síntomas e iniciando tempranamente el tratamiento apropiado con prednisona 60 mg al día y aspirina 100 mg al día suele evitarse esta complicación (respuesta 2 correcta y 1,3,4 y 5 incorrectas).",1. HARRISON 17o edic.Pág. 2127,REUMATOLOGÍA,Fácil,"0,66",,Solicitar una ecografía doppler de arterias temporales.,Iniciar tratamiento con prednisona 60 mg al día y aspirina 100 mg al día.,Iniciar tratamiento con prednisona 10 mg al día,Solicitar una biopsia de arteria temporal.,Solicitar una resonancia nuclear magnética cerebral.,2,,
2010,228,9522,118378,FALSE,"Un paciente de 34 años de edad afecto de una tuberculosis miliar desarrolla somnolencia progresiva, ligera disminución de la diuresis, su presión arterial es de 152/82 mmHg, la natremia es de 112 mmol/l, la kaliemia de 4 mmol/l, la uricemia de 2.8 mg/dll, la creatinina sérica de 0,8 mg/dl, la natriuria de 90 mmol/l y la osmolaridad urinaria es de 544 mOsm/kg. ¿Cuál de los siguientes diagnósticos es el correcto?:","Las causas de SIADH son muy variadas, entre las más frecuentes se encuentran las enfermedades pulmonares; carcinoma de células pequeñas de pulmón, mesotelioma, tuberculosis o neumonías. La expansión de volumen , sin edemas, induce una inhibición del eje RAA y la liberación de FNA, con una excreción de sodio en orina superior a 20 mEq/L, hiponatremia e hipoosmolaridad plasmática (respuesta 5 correcta). En la polidipsia psicógena el sodio en orina está bajo (respuesta 1 incorrecta). El hallazgo de hiponatremia con hiperpotasemia y elevación de urea son sospecha diagnóstica firme de insuficiencia suprarrenal aguda ( respuesta 3 incorrecta). La insuficiencia renal aguda se caracteriza por disminución del filtrado glomerular acompañado de uremia (respuesta 2 incorrecta). En la hipovolemia suele haber incremento de la urea y de la creatinina en plasma a causa de la menor tasa de filtración glomerular; la concentración del sodio en orina suele ser menor de 20 mmol/L (respuesta compensadora a la hipovolemia) (respuesta 4 incorrecta).","1. Farreras , 15a edic., Pág 2107 2. Harrison, 17a edic., Pág 276",ENDOCRINOLOGÍA,Fácil,"0,69",,Polidipsia psicótica.,Fracaso renal agudo.,Insuficiencia suprarrenal aguda.,Hipovolemia.,SIADH.,5,,
2010,230,9524,118380,FALSE,Embarazada de 37 semanas con antígeno de superficie del virus de la hepatitis B positivo. Consulta sobre la pauta a seguir con el recien nacido y si puede lactar. ¿Qué consejo le parece el adecuado?:,"Al neonato de madre HbsAg positivo debe administrarse, inmediatamente después del nacimiento, inmunoglobulina humana anti hepatitis B, a ser posible dentro de las primeras 6 horas tras el nacimiento. Además se le administrará la primera dosis de la vacuna anti hepatitis B (respuesta 4 correcta) y se completará esta vacunación con una pauta acelerada (0,1,2 y recuerdo al año de edad) o con la pauta habitual del calendario vacunal (0,1-2 y 6 meses). La lactancia materna no está contraindicada en los hijos de madre HbsAg positivas (respuestas 1,2,3 y 5 incorrectas). Las contraindicaciones absolutas de lactancia materna actualemtne son: VIH +, Galactosemia y TBC activa.","1. CRUZ, 9a edic., Pág. 1199 2. NELSON, 18a edic., Pág. 215",PEDIATRÍA,Fácil,"0,69",,Administrar vacuna frente a hepatitis B nada más nacer. Lactancia artificial.,Administrar vacuna e inmunoglobulinas al nacer. Lactancia materna a partir del mes.,Inmunoglobulinas al nacer y lactancia artificial.,Vacuna e inmunoglobulinas al nacer. Alimentación materna.,Alimentación artificial y aislamiento durante 4 semanas.,4,,
2010,231,9525,118381,FALSE,"Paciente de 32 años con test de gestación positivo y amenorrea de 9 semanas. Consulta por hiperemesis gravídica de 6 días de evolución y metrorragia escasa de 3 horas de evolución. En la exploración se comprueba sangrado escaso de cavidad uterina y útero aumentado como gestación de 14 semanas. En el estudio ecográfíco presenta imagen intrauterina en ""copos de nieve"" y ausencia de saco gestacional intraútero. La determinación de ß-HCG es de 110000 mUI/ml. Tras evacuación por succión y curetaje se diagnostica de mola hidatiforme completa. En el seguimiento posterior cual de las siguientes es cierta:","Una vez finalizado el tratamiento del embarazo molar se debe realizar un seguimiento intensivo de la paciente con el propósito de diagnosticar una enfermedad trofoblástica persistente. En la mola completa el porcentaje global de enfermedad trofoblástica persistente es del 15-20%, se acerca al 40% en presencia de factores de riesgo y es sólo del 5% en ausencia de ellos. El seguimiento incluye: -determinaciones semanales de ß-HCG hasta alcanzar tres títulos negativos y luego mensual hasta un año (respuesta 2 correct),(respuesta 5 incorrecta). -controles ginecológicos y ecográficos seriados, a las dos semanas de la evacuación y después cada tres meses. -el estudio radiológico torácico se debe realizar a las dos semanas y su periodicidad dependerá de la evolución clínica y analítica (respuesta 4 incorrecta). El TAC y/o RNM cerebral se realizarán para el estudio de extensión en los tumores trofoblásticos gestacionales (respuesta 3 incorrecta) El tratamiento con metotrexate está indicado en el tratamiento de la neoplasia trofoblástica gestacional pero no como quimioprofilaxis en la mola completa (respuesta 1 incorrecta)",1. CABERO. L Obstetricia y Medicina materno-fetal. 2007 Págs. 539-545,GINECOLOGÍA,Normal,"0,62",,Tratamiento con metotrexate y ácido folínico semanales en cualquier caso.,Determinación semanal de β-HCG durante un mes tras la normalidad de la misma. Después determinación mensual durante 1 año.,Realización de tomografía axial computerizada cerebral y torácica cada 3 meses durante 1 año.,Realización de radiografía simple de tórax cada 3 meses durante 1 año.,"Determinación trimestral de β-HCG. tras la normalidad de la misma, durante 1 año.",2,,
